Player,height,weight,collage,born,birth_city,birth_state
Walter Dukes,213.0,99.0,Seton Hall University,1930.0,Rochester,New York
Ron Feiereisel,190.0,83.0,DePaul University,1931.0,,
Al Ferrari,193.0,86.0,Michigan State University,1933.0,New York,New York
Ed Fleming,190.0,85.0,Niagara University,1933.0,,
Dick Garmaker,190.0,90.0,University of Minnesota,1932.0,Hibbing,Minnesota
Tom Gola*,198.0,92.0,La Salle University,1933.0,Philadelphia,Pennsylvania
Chris Harris,190.0,86.0,University of Dayton,1933.0,Southampton,United Kingdom
Dick Hemric,198.0,99.0,Wake Forest University,1933.0,Jonesville,North Carolina
Larry Hennessy,190.0,83.0,Villanova University,1929.0,,
Johnny Horan,203.0,86.0,University of Dayton,1932.0,,
Jim Loscutoff,196.0,99.0,University of Oregon,1930.0,San Francisco,California
Chuck Mencel,183.0,76.0,University of Minnesota,1933.0,Phillips,Wisconsin
Chuck Noble,193.0,86.0,University of Louisville,1931.0,,
Med Park,188.0,92.0,University of Missouri,1933.0,Britton,South Dakota
Richie Regan,188.0,81.0,Seton Hall University,1930.0,Newark,New Jersey
Dick Ricketts,201.0,97.0,Duquesne University,1933.0,Pottstown,Pennsylvania
Bob Santini,196.0,86.0,Iona College,1935.0,Bronx,New York
Bob Schafer,190.0,88.0,Villanova University,1935.0,,
Kenny Sears,206.0,89.0,Santa Clara University,1933.0,Watsonville,California
Jack Stephens,190.0,83.0,University of Notre Dame,1933.0,,
Maurice Stokes*,201.0,105.0,Saint Francis University,1933.0,Pittsburgh,Pennsylvania
Jack Twyman*,198.0,95.0,University of Cincinnati,1934.0,Pittsburgh,Pennsylvania
Bob Williams,198.0,104.0,Florida Agricultural and Mechanical University,1931.0,,
Forest Able,190.0,81.0,Western Kentucky University,1932.0,,
Bob Armstrong,203.0,99.0,Michigan State University,1933.0,Detroit,Michigan
John Barber,198.0,95.0,"California State University, Los Angeles",1927.0,,
Gary Bergen,203.0,95.0,University of Utah,1932.0,Independence,Missouri
Al Bianchi,190.0,83.0,Bowling Green State University,1932.0,Long Island City,New York
Bob Burrow,201.0,103.0,University of Kentucky,1934.0,Malvern,Arkansas
Si Green,188.0,83.0,Duquesne University,1933.0,New York,New York
Richie Guerin*,193.0,88.0,Iona College,1932.0,New York,New York
Cliff Hagan*,193.0,95.0,University of Kentucky,1931.0,Owensboro,Kentucky
Tom Heinsohn*,201.0,98.0,College of the Holy Cross,1934.0,Union City,New Jersey
Joe Holup,198.0,97.0,George Washington University,1934.0,,
Bob Hopkins,203.0,92.0,Grambling State University,1934.0,Jonesboro,Louisiana
Phil Jordon,208.0,92.0,Whitworth,1933.0,Lakeport,California
Hal Lear,183.0,73.0,Temple University,1935.0,Philadelphia,Pennsylvania
Slick Leonard*,190.0,83.0,Indiana University,1932.0,Terre Haute,Indiana
Johnny McCarthy,185.0,83.0,Canisius College,1934.0,,
Willie Naulls,198.0,102.0,"University of California, Los Angeles",1934.0,Dallas,Texas
Jim Paxson,198.0,90.0,University of Dayton,1932.0,Pennville,Indiana
Dave Piontek,198.0,104.0,Xavier University,1934.0,,
Jim Ray,185.0,81.0,University of Toledo,1934.0,,
Bill Russell*,208.0,97.0,University of San Francisco,1934.0,Monroe,Louisiana
Ron Shavlik,203.0,90.0,North Carolina State University,1933.0,Denver,Colorado
Ron Sobie,190.0,83.0,DePaul University,1934.0,Chicago,Illinois
Norm Stewart,196.0,92.0,University of Missouri,1935.0,Leonard,Missouri
Bill Thieben,201.0,97.0,Hofstra University,1935.0,,
Lou Tsioropoulos,196.0,86.0,University of Kentucky,1930.0,Lynn,Massachusetts
Doug Bolstorff,193.0,88.0,University of Minnesota,1931.0,,
George Brown,198.0,86.0,Wayne State University,1935.0,,
Dick Duckett,185.0,83.0,St. John's University,1933.0,,
Pat Dunn,188.0,77.0,Utah State University,1931.0,,
Bill Ebben,193.0,86.0,University of Detroit Mercy,1935.0,,
Bo Erias,190.0,99.0,Niagara University,1932.0,Astoria,New York
Larry Friend,193.0,83.0,University of California,1935.0,Chicago,Illinois
Hot Rod,193.0,83.0,,1935.0,,
McCoy Ingram,203.0,95.0,Jackson State University,1931.0,,
Sam Jones*,193.0,89.0,North Carolina Central University,1933.0,Wilmington,North Carolina
Jim Krebs,203.0,104.0,Southern Methodist University,1935.0,Webster Groves,Missouri
Brendan McCann,188.0,80.0,St. Bonaventure University,1935.0,Brooklyn,New York
Worthy Patterson,188.0,79.0,University of Connecticut,1931.0,New Haven,Connecticut
Jerry Paulson,188.0,83.0,Manhattan College,1935.0,,
Ray Radziszewski,196.0,95.0,Saint Joseph's University,1935.0,,
Lennie Rosenbluth,193.0,86.0,University of North Carolina,1933.0,New York,New York
Woody Sauldsberry,201.0,99.0,Texas Southern University,1934.0,Winnsboro,Louisiana
Guy Sparrow,198.0,98.0,University of Detroit Mercy,1932.0,Pontiac,Michigan
Charlie Tyra,203.0,104.0,University of Louisville,1935.0,Louisville,Kentucky
Jim Walsh,193.0,88.0,Stanford University,1930.0,San Francisco,California
Win Wilfong,188.0,83.0,University of Memphis,1933.0,,
Elgin Baylor*,196.0,102.0,Seattle University,1934.0,Washington,District of Columbia
Jerry Bird,198.0,95.0,University of Kentucky,1935.0,Corbin,Kentucky
Bucky Bockhorn,193.0,90.0,University of Dayton,1933.0,Campbell Hill,Illinois
Pete Brennan,198.0,92.0,University of North Carolina,1936.0,Brooklyn,New York
Barney Cable,201.0,79.0,Bradley University,1935.0,,
Archie Dees,203.0,92.0,Indiana University,1936.0,Ethel,Mississippi
Connie Dierking,206.0,100.0,University of Cincinnati,1936.0,Brooklyn,New York
Boo Ellis,196.0,83.0,Niagara University,1936.0,,
Wayne Embry*,203.0,108.0,Miami University,1937.0,Springfield,Ohio
Mike Farmer,201.0,95.0,University of San Francisco,1936.0,Oklahoma City,Oklahoma
Dave Gambee,198.0,97.0,Oregon State University,1937.0,Portland,Oregon
Hal Greer*,188.0,79.0,Marshall University,1936.0,Huntington,West Virginia
Steve Hamilton,198.0,86.0,Morehead State University,1935.0,Columbia,Kentucky
Vern Hatton,190.0,88.0,University of Kentucky,1936.0,Owingsville,Kentucky
Andy Johnson,196.0,97.0,University of Portland,1932.0,Los Angeles,California
K.C. Jones*,196.0,97.0,,1932.0,,
Tommy Kearns,180.0,83.0,University of North Carolina,1936.0,New York,New York
Shellie McMillon,196.0,92.0,Bradley University,1936.0,,
Jim Palmer,203.0,101.0,University of Dayton,1933.0,Keokee,Virginia
Jack Parr,206.0,99.0,Kansas State University,1936.0,Louisville,Kentucky
Hub Reed,206.0,97.0,Oklahoma City University,1936.0,Harrah,Oklahoma
Guy Rodgers*,183.0,83.0,Temple University,1935.0,Philadelphia,Pennsylvania
Phil Rollins,188.0,83.0,University of Louisville,1934.0,Wickliffe,Kentucky
Larry Staverman,201.0,92.0,Thomas More College,1936.0,,
Bennie Swain,203.0,99.0,Texas Southern University,1933.0,,
Gary Alcorn,206.0,102.0,"California State University, Fresno",1936.0,,
Bob Anderegg,190.0,90.0,Michigan State University,1937.0,Monroe,Wisconsin
Dick Barnett,193.0,86.0,Tennessee State University,1936.0,Gary,Indiana
Whitey Bell,183.0,81.0,North Carolina State University,1932.0,Monticello,Kentucky
Wilt Chamberlain*,216.0,124.0,University of Kansas,1936.0,Philadelphia,Pennsylvania
Bob Ferry,203.0,104.0,Saint Louis University,1937.0,St. Louis,Missouri
Johnny Green,196.0,90.0,Michigan State University,1933.0,Dayton,Ohio
Gene Guarilia,196.0,99.0,George Washington University,1937.0,Duryea,Pennsylvania
Tom Hawkins,196.0,95.0,University of Notre Dame,1936.0,Chicago,Illinois
Bailey Howell*,201.0,95.0,Mississippi State University,1937.0,Middleton,Tennessee
Maury King,188.0,88.0,University of Kansas,1935.0,,
Rudy LaRusso,201.0,99.0,Dartmouth College,1937.0,Brooklyn,New York
Nick Mantis,190.0,86.0,Northwestern University,1935.0,,
Cal Ramsey,193.0,90.0,New York University,1937.0,Selma,Alabama
John Richter,206.0,102.0,North Carolina State University,1937.0,,
Joe Ruklick,206.0,99.0,Northwestern University,1938.0,Princeton,Illinois
Bobby Smith,193.0,86.0,West Virginia University,1937.0,,
Wayne Stevens,190.0,83.0,University of Cincinnati,1936.0,,
Tony Windis,185.0,72.0,University of Wyoming,1933.0,,
Al Attles,183.0,79.0,North Carolina Agricultural and Technical State University,1936.0,Newark,New Jersey
Bob Boozer,203.0,97.0,Kansas State University,1937.0,Omaha,Nebraska
Dave Budd,198.0,92.0,Wake Forest University,1938.0,Woodbury,New Jersey
Ralph Davis,193.0,81.0,University of Cincinnati,1938.0,Vanceburg,Kentucky
Swede Halbrook,221.0,106.0,Oregon State University,1933.0,,
Darrall Imhoff,208.0,99.0,University of California,1938.0,San Gabriel,California
Ron Johnson,203.0,97.0,University of Minnesota,1938.0,,
Howie Jolliff,203.0,97.0,,1938.0,,
Willie Jones,190.0,83.0,Northwestern University,1936.0,,
Pickles Kennedy,180.0,81.0,Temple University,1938.0,Philadelphia,Pennsylvania
Fred LaCour,196.0,95.0,University of San Francisco,1938.0,,
George Lee,193.0,90.0,University of Michigan,1936.0,,
Bob McNeill,185.0,77.0,Saint Joseph's University,1938.0,Philadelphia,Pennsylvania
Jackie Moreland,201.0,97.0,Louisiana Tech University,1938.0,Minden,Louisiana
Don Ohl,190.0,86.0,University of Illinois at Urbana-Champaign,1936.0,Murphysboro,Illinois
Joe Roberts,198.0,97.0,Ohio State University,1936.0,,
Oscar Robertson*,196.0,92.0,University of Cincinnati,1938.0,Charlotte,Tennessee
Tom Sanders*,198.0,95.0,New York University,1938.0,New York,New York
Jerry West*,188.0,79.0,West Virginia University,1938.0,Chelyan,West Virginia
Lenny Wilkens*,185.0,81.0,Providence College,1937.0,Brooklyn,New York
Stacey Arceneaux,193.0,95.0,Iowa State University,1936.0,,
Walt Bellamy*,211.0,102.0,Indiana University,1939.0,New Bern,North Carolina
George Blaney,185.0,79.0,College of the Holy Cross,1939.0,Jersey City,New Jersey
George Bon,185.0,79.0,,1939.0,,
Joe Buckhalter,201.0,95.0,Tennessee State University,1937.0,,
Cleveland Buckner,206.0,95.0,Jackson State University,1938.0,Yazoo City,Mississippi
Ed Burton,198.0,102.0,Michigan State University,1939.0,,
Donnie Butcher,188.0,90.0,Pikeville College,1936.0,Williamsport,Kentucky
Al Butler,188.0,79.0,Niagara University,1938.0,Rochester,New York
Howie Carl,175.0,72.0,DePaul University,1938.0,Chicago,Illinois
Jimmy Darrow,178.0,77.0,Bowling Green State University,1937.0,Akron,Ohio
Johnny Egan,180.0,81.0,Providence College,1939.0,Hartford,Connecticut
Rich Eichhorst,180.0,81.0,,1939.0,,
Cleo Hill,185.0,83.0,Winston-Salem State University,1938.0,Newark,New Jersey
Ron Horn,201.0,99.0,Indiana University,1938.0,Marion,Indiana
Doug Kistler,206.0,95.0,Duke University,1938.0,,
York Larese,193.0,83.0,University of North Carolina,1938.0,New York,New York
Ted Luckenbill,198.0,92.0,University of Houston,1939.0,,
Whitey Martin,188.0,83.0,St. Bonaventure University,1939.0,,
Tom Meschery,198.0,97.0,Saint Mary's College of California,1938.0,Harbin Manchuria,China
Paul Neumann,185.0,79.0,Stanford University,1938.0,,
Bevo Nordmann,208.0,102.0,Saint Louis University,1939.0,St. Louis,Missouri
Chuck Osborne,198.0,95.0,Western Kentucky University,1939.0,,
Gary Phillips,190.0,85.0,University of Houston,1939.0,Quincy,Illinois
Frank Radovich,203.0,106.0,Indiana University,1938.0,,
Ray Scott,206.0,97.0,University of Portland,1938.0,Philadelphia,Pennsylvania
Lee Shaffer,201.0,99.0,University of North Carolina,1939.0,Chicago,Illinois
Bob Sims,196.0,99.0,Pepperdine University,1938.0,,
Adrian Smith,185.0,81.0,University of Kentucky,1936.0,Farmington,Kentucky
Bill Smith,196.0,86.0,Saint Peter's College,1939.0,,
Sam Stith,188.0,83.0,St. Bonaventure University,1937.0,Greenville County,Virginia
Horace Walker,190.0,95.0,Michigan State University,1937.0,Chester,Pennsylvania
Bob Wiesenhahn,193.0,97.0,University of Cincinnati,1938.0,,
Wayne Yates,203.0,106.0,University of Memphis,1937.0,,
Dave Zeller,185.0,79.0,Miami University,1939.0,,
John Barnhill,185.0,81.0,Tennessee State University,1938.0,Sturgis,Kentucky
Zelmo Beaty*,206.0,102.0,Prairie View A&M University,1939.0,Hillister,Texas
Bill Bridges,198.0,103.0,University of Kansas,1939.0,Hobbs,New Mexico
Len Chappell,203.0,108.0,Wake Forest University,1941.0,Portage,Pennsylvania
Johnny Cox,193.0,81.0,University of Kentucky,1936.0,Neon,Kentucky
Dave DeBusschere*,198.0,99.0,University of Detroit Mercy,1940.0,Detroit,Michigan
Terry Dischinger,201.0,85.0,Purdue University,1940.0,Terre Haute,Indiana
Danny Doyle,203.0,90.0,Belmont Abbey College,1940.0,Long Island City,New York
Bob Duffy,193.0,79.0,Tulane University,1922.0,,
Leroy Ellis,208.0,95.0,St. John's University,1940.0,Far Rockaway,New York
Dave Fedor,198.0,86.0,Florida State University,1940.0,,
Jack Foley,190.0,77.0,College of the Holy Cross,1939.0,Worcester,Massachusetts
Dave Gunther,201.0,86.0,University of Iowa,1937.0,,
Charlie Hardnett,203.0,102.0,Grambling State University,1938.0,Atlanta,Georgia
John Havlicek*,196.0,92.0,Ohio State University,1940.0,Martins Ferry,Ohio
Wayne Hightower,203.0,87.0,University of Kansas,1940.0,Philadelphia,Pennsylvania
Paul Hogue,203.0,87.0,,1940.0,,
Kevin Loughery,190.0,86.0,St. John's University,1940.0,Brooklyn,New York
Bill McGill,206.0,102.0,University of Utah,1939.0,San Angelo,Texas
Porter Meriwether,188.0,81.0,Tennessee State University,1940.0,,
Howie Montgomery,196.0,99.0,University of Texas-Pan American,1940.0,,
Don Nelson*,198.0,95.0,University of Iowa,1940.0,Muskegon,Michigan
Mel Nowell,188.0,77.0,Ohio State University,1939.0,,
Bud Olsen,203.0,99.0,University of Louisville,1940.0,,
John Rudometkin,198.0,92.0,University of Southern California,1940.0,Santa Maria,California
Jeff Slade,198.0,99.0,Kenyon College,1941.0,,
Tom Stith,196.0,95.0,St. Bonaventure University,1939.0,Greenville County,Virginia
Dan Swartz,193.0,97.0,Morehead State University,1934.0,Owingsville,Kentucky
Dan Tieman,183.0,83.0,Thomas More College,1940.0,Covington,Kentucky
Gene Tormohlen,183.0,83.0,,1940.0,,
Chico Vaughn,188.0,86.0,Southern Illinois University,1940.0,Portland,Oregon
Chet Walker*,198.0,96.0,Bradley University,1940.0,Bethlehem,Mississippi
Ben Warley,196.0,90.0,Tennessee State University,1936.0,Washington,District of Columbia
Ralph Wells,185.0,81.0,Northwestern University,1940.0,,
Hubie White,193.0,92.0,Villanova University,1940.0,,
Gene Wiley,208.0,95.0,Wichita State University,1937.0,,
Jay Arnette,188.0,79.0,University of Texas at Austin,1938.0,Austin,Texas
Larry Comley,196.0,95.0,Kansas State University,1939.0,,
Mel Gibson,190.0,81.0,Western Carolina University,1940.0,Cordova,North Carolina
Jerry Greenspan,196.0,88.0,University of Maryland,1941.0,,
Reggie Harding,213.0,112.0,,1942.0,,
Jerry Harkness,188.0,79.0,Loyola University of Chicago,1940.0,New York,New York
Art Heyman,196.0,92.0,Duke University,1941.0,New York,New York
Gary Hill,193.0,83.0,Oklahoma City University,1941.0,,
Tom Hoover,206.0,104.0,Villanova University,1941.0,Washington,District of Columbia
Gus Johnson*,198.0,104.0,University of Idaho,1938.0,Akron,Ohio
Jim King,188.0,79.0,University of Tulsa,1941.0,Tulsa,Oklahoma
Don Kojis,196.0,97.0,Marquette University,1939.0,Milwaukee,Wisconsin
Jerry Lucas*,203.0,104.0,Ohio State University,1940.0,Middletown,Ohio
Eddie Miles,193.0,88.0,Seattle University,1940.0,North Little Rock,Arkansas
Mel Peterson,193.0,83.0,Wheaton College,1938.0,Thief River Falls,Minnesota
Ken Rohloff,183.0,88.0,North Carolina State University,1939.0,,
Larry Siegfried,190.0,86.0,Ohio State University,1939.0,Shelby,Ohio
Roger Strickland,196.0,90.0,Jacksonville University,1940.0,Jacksonville,Florida
Tom Thacker,188.0,77.0,University of Cincinnati,1939.0,Covington,Kentucky
Rod Thorn,193.0,88.0,West Virginia University,1941.0,Princeton,West Virginia
Nate Thurmond*,211.0,102.0,Bowling Green State University,1941.0,Akron,Ohio
Gerry Ward,193.0,88.0,Boston College,1941.0,,
John Windsor,203.0,97.0,Stanford University,1940.0,,
Jim Barnes,203.0,95.0,University of Texas at El Paso,1941.0,Tuckerman,Arkansas
Ron Bonham,196.0,87.0,University of Cincinnati,1942.0,Muncie,Indiana
Gary Bradds,203.0,95.0,Ohio State University,1942.0,Jamestown,Ohio
Em Bryant,185.0,79.0,DePaul University,1938.0,Chicago,Illinois
Joe Caldwell,196.0,88.0,Arizona State University,1941.0,Texas City,Texas
Mel Counts,213.0,104.0,Oregon State University,1941.0,Coos Bay,Oregon
Steve Courtin,185.0,85.0,Saint Joseph's University,1942.0,,
Jerry Grote,193.0,97.0,Loyola Marymount University,1940.0,,
Happy Hairston,201.0,102.0,New York University,1942.0,Winston-Salem,North Carolina
Walt Hazzard,201.0,102.0,,1942.0,,
Les Hunter,201.0,95.0,Loyola University of Chicago,1942.0,Nashville,Tennessee
Luke Jackson,206.0,108.0,University of Texas-Pan American,1941.0,San Marcos,Texas
Larry Jones,188.0,81.0,University of Toledo,1942.0,Columbus,Ohio
Wali Jones,193.0,102.0,University of Kentucky,1926.0,Harlan,Kentucky
Howard Komives,185.0,83.0,Bowling Green State University,1941.0,Toledo,Ohio
Bud Koper,198.0,95.0,Oklahoma City University,1942.0,Rocky,Oklahoma
Barry Kramer,193.0,90.0,New York University,1942.0,Schenectady,New York
McCoy McLemore,201.0,104.0,Drake University,1942.0,Houston,Texas
Jeff Mullins,193.0,86.0,Duke University,1942.0,Astoria,New York
Cotton Nash,196.0,97.0,University of Kentucky,1942.0,Jersey City,New Jersey
Willis Reed*,206.0,106.0,Grambling State University,1942.0,Hico,Louisiana
Paul Silas,201.0,99.0,Creighton University,1943.0,Prescott,Arkansas
John Thompson*,208.0,102.0,Providence College,1941.0,Washington,District of Columbia
John Tresvant,201.0,97.0,Seattle University,1939.0,,
George Wilson,203.0,102.0,University of Cincinnati,1942.0,Meridian,Mississippi
Rick Barry*,201.0,92.0,University of Miami,1944.0,Elizabeth,New Jersey
Jesse Branson,201.0,88.0,Elon University,1942.0,Burlington,North Carolina
Bill Buntin,201.0,113.0,University of Michigan,1942.0,Detroit,Michigan
Barry Clemens,198.0,95.0,Ohio Wesleyan University,1943.0,Dayton,Ohio
Billy Cunningham*,198.0,95.0,University of North Carolina,1943.0,Brooklyn,New York
Keith Erickson,196.0,88.0,"University of California, Los Angeles",1944.0,San Francisco,California
John Fairchild,203.0,92.0,Brigham Young University,1943.0,Encinitas,California
Will Frazier,201.0,95.0,Grambling State University,1942.0,Minden,Louisiana
Gail Goodrich*,185.0,77.0,"University of California, Los Angeles",1943.0,Los Angeles,California
Fred Hetzel,203.0,99.0,Davidson College,1942.0,Washington,District of Columbia
Jon McGlocklin,196.0,92.0,Indiana University,1943.0,Franklin,Indiana
Thales McReynolds,190.0,83.0,Miles College,1943.0,Birmingham,Alabama
Ron Reed,196.0,92.0,University of Notre Dame,1942.0,La Porte,Indiana
Jerry Sloan*,196.0,88.0,University of Evansville,1942.0,McLeansboro,Illinois
Willie Somerset,173.0,77.0,Duquesne University,1942.0,Sharon,Pennsylvania
Dave Stallworth,201.0,90.0,Wichita State University,1941.0,Dallas,Texas
Joe Strawder,208.0,106.0,Bradley University,1940.0,Belle Glade,Florida
Dick Van,208.0,106.0,,1940.0,,
Tom Van,208.0,106.0,,1940.0,,
Bob Warlick,196.0,90.0,Pepperdine University,1941.0,Hickory,North Carolina
Jim Washington,198.0,95.0,Villanova University,1943.0,Philadelphia,Pennsylvania
Ron Watts,198.0,95.0,Wake Forest University,1943.0,,
Bob Weiss,188.0,81.0,Pennsylvania State University,1942.0,Easton,Pennsylvania
Henry Akin,208.0,102.0,Morehead State University,1944.0,Detroit,Michigan
Johnny Austin,183.0,77.0,Boston College,1944.0,Washington,District of Columbia
Jim Barnett,203.0,95.0,University of Texas at El Paso,1941.0,Tuckerman,Arkansas
Dave Bing*,190.0,81.0,Syracuse University,1943.0,Washington,District of Columbia
John Block,206.0,93.0,University of Southern California,1944.0,Los Angeles,California
Nate Bowman,208.0,104.0,Wichita State University,1943.0,Fort Worth,Texas
